knowledge_id,knowledge_type,domain,title,served_agents,source_type,project_id,history_level,rag_path,source_path
KB011,ENTERPRISE_FOUNDATION,企业基础,企业主业务链,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,,,core/KB011_企业基础_企业主业务链.md,knowledge/core/KB011_企业基础_企业主业务链.md
KB012,ENTERPRISE_FOUNDATION,企业基础,模拟企业与数据声明,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,,,core/KB012_企业基础_模拟企业与数据声明.md,knowledge/core/KB012_企业基础_模拟企业与数据声明.md
REF001,PUBLIC_REFERENCE,人力资源,劳动合同相关规则,A07;A08,PUBLIC_OFFICIAL,,,core/REF001_公开依据_劳动合同相关规则.md,knowledge/core/REF001_公开依据_劳动合同相关规则.md
REF002,PUBLIC_REFERENCE,信息安全数据治理,个人信息保护相关规则,A03;A07;A11,PUBLIC_OFFICIAL,,,core/REF002_公开依据_个人信息保护相关规则.md,knowledge/core/REF002_公开依据_个人信息保护相关规则.md
REF003,PUBLIC_REFERENCE,信息安全数据治理,数据安全相关规则,A03;A10;A11;A12,PUBLIC_OFFICIAL,,,core/REF003_公开依据_数据安全相关规则.md,knowledge/core/REF003_公开依据_数据安全相关规则.md
REF004,PUBLIC_REFERENCE,信息安全数据治理,网络安全相关规则,A03;A10;A11,PUBLIC_OFFICIAL,,,core/REF004_公开依据_网络安全相关规则.md,knowledge/core/REF004_公开依据_网络安全相关规则.md
REF005,PUBLIC_REFERENCE,公共法规标准,政府采购基本规则,A09;A10;A11,PUBLIC_OFFICIAL,,,core/REF005_公开依据_政府采购基本规则.md,knowledge/core/REF005_公开依据_政府采购基本规则.md
REF006,PUBLIC_REFERENCE,公共法规标准,招标投标基本规则,A01;A09;A10;A11,PUBLIC_OFFICIAL,,,core/REF006_公开依据_招标投标基本规则.md,knowledge/core/REF006_公开依据_招标投标基本规则.md
REF007,PUBLIC_REFERENCE,公共法规标准,电子招标投标规则,A09;A10,PUBLIC_OFFICIAL,,,core/REF007_公开依据_电子招标投标规则.md,knowledge/core/REF007_公开依据_电子招标投标规则.md
REF008,PUBLIC_REFERENCE,公共法规标准,合同示范与民商事规则,A01;A10;A11,PUBLIC_OFFICIAL,,,core/REF008_公开依据_合同示范与民商事规则.md,knowledge/core/REF008_公开依据_合同示范与民商事规则.md
REF009,PUBLIC_REFERENCE,公共法规标准,档案管理相关规则,A03;A04;A05,PUBLIC_OFFICIAL,,,core/REF009_公开依据_档案管理相关规则.md,knowledge/core/REF009_公开依据_档案管理相关规则.md
REF010,PUBLIC_REFERENCE,公共法规标准,会计与项目成本规则,A02;A12,PUBLIC_OFFICIAL,,,core/REF010_公开依据_会计与项目成本规则.md,knowledge/core/REF010_公开依据_会计与项目成本规则.md
REF011,PUBLIC_REFERENCE,公共法规标准,信息安全管理体系参考,A03;A10;A11,PUBLIC_OFFICIAL,,,core/REF011_公开依据_信息安全管理体系参考.md,knowledge/core/REF011_公开依据_信息安全管理体系参考.md
REF012,PUBLIC_REFERENCE,公共法规标准,项目管理实践参考,A02;A04;A12,PUBLIC_CORPORATE,,,core/REF012_公开依据_项目管理实践参考.md,knowledge/core/REF012_公开依据_项目管理实践参考.md
REF013,PUBLIC_REFERENCE,公共法规标准,采购需求编制参考,A01;A09;A10,PUBLIC_OFFICIAL,,,core/REF013_公开依据_采购需求编制参考.md,knowledge/core/REF013_公开依据_采购需求编制参考.md
REF014,PUBLIC_REFERENCE,公共法规标准,企业内部控制参考,A02;A09;A11;A12,PUBLIC_OFFICIAL,,,core/REF014_公开依据_企业内部控制参考.md,knowledge/core/REF014_公开依据_企业内部控制参考.md
REF015,PUBLIC_REFERENCE,公共企业实践,人力资源管理实践参考,A07;A08,PUBLIC_CORPORATE,,,core/REF015_公开依据_人力资源管理实践参考.md,knowledge/core/REF015_公开依据_人力资源管理实践参考.md
REF016,PUBLIC_REFERENCE,公共企业实践,会议治理实践参考,A02;A04;A05,PUBLIC_CORPORATE,,,core/REF016_公开依据_会议治理实践参考.md,knowledge/core/REF016_公开依据_会议治理实践参考.md
REF017,PUBLIC_REFERENCE,公共企业实践,知识管理实践参考,A03;A05;A06,PUBLIC_CORPORATE,,,core/REF017_公开依据_知识管理实践参考.md,knowledge/core/REF017_公开依据_知识管理实践参考.md
REF018,PUBLIC_REFERENCE,公共案例,公开政企项目案例研究方法,A01;A02;A10;A12,PUBLIC_CASE,,,core/REF018_公开依据_公开政企项目案例研究方法.md,knowledge/core/REF018_公开依据_公开政企项目案例研究方法.md
POL001,POLICY,人力资源,人力资源管理办法,A03;A07;A08,SYNTHETIC_DERIVED,,,core/POL001_企业制度_人力资源管理办法.md,knowledge/core/POL001_企业制度_人力资源管理办法.md
POL002,POLICY,招聘,招聘管理制度,A03;A07;A08,SYNTHETIC_DERIVED,,,core/POL002_企业制度_招聘管理制度.md,knowledge/core/POL002_企业制度_招聘管理制度.md
POL003,POLICY,培训绩效,培训管理制度,A03;A07;A08,SYNTHETIC_DERIVED,,,core/POL003_企业制度_培训管理制度.md,knowledge/core/POL003_企业制度_培训管理制度.md
POL004,POLICY,培训绩效,绩效管理办法,A07;A08;A12,SYNTHETIC_DERIVED,,,core/POL004_企业制度_绩效管理办法.md,knowledge/core/POL004_企业制度_绩效管理办法.md
POL005,POLICY,项目管理,项目管理制度,A01;A02;A03;A12,SYNTHETIC_DERIVED,,,core/POL005_企业制度_项目管理制度.md,knowledge/core/POL005_企业制度_项目管理制度.md
POL006,POLICY,项目管理,项目立项管理办法,A01;A02;A12,SYNTHETIC_DERIVED,,,core/POL006_企业制度_项目立项管理办法.md,knowledge/core/POL006_企业制度_项目立项管理办法.md
POL007,POLICY,项目管理,项目变更管理办法,A02;A10;A11;A12,SYNTHETIC_DERIVED,,,core/POL007_企业制度_项目变更管理办法.md,knowledge/core/POL007_企业制度_项目变更管理办法.md
POL008,POLICY,会议协同,会议管理制度,A02;A03;A04;A05,SYNTHETIC_DERIVED,,,core/POL008_企业制度_会议管理制度.md,knowledge/core/POL008_企业制度_会议管理制度.md
POL009,POLICY,企业文档,文档管理制度,A03;A04;A05;A06,SYNTHETIC_DERIVED,,,core/POL009_企业制度_文档管理制度.md,knowledge/core/POL009_企业制度_文档管理制度.md
POL010,POLICY,公文规范,公文管理办法,A03;A05;A06,SYNTHETIC_DERIVED,,,core/POL010_企业制度_公文管理办法.md,knowledge/core/POL010_企业制度_公文管理办法.md
POL011,POLICY,采购,采购管理制度,A02;A09;A10;A11,SYNTHETIC_DERIVED,,,core/POL011_企业制度_采购管理制度.md,knowledge/core/POL011_企业制度_采购管理制度.md
POL012,POLICY,供应商,供应商管理制度,A09;A10;A11;A12,SYNTHETIC_DERIVED,,,core/POL012_企业制度_供应商管理制度.md,knowledge/core/POL012_企业制度_供应商管理制度.md
POL013,POLICY,招投标,招投标管理制度,A01;A09;A10;A11,SYNTHETIC_DERIVED,,,core/POL013_企业制度_招投标管理制度.md,knowledge/core/POL013_企业制度_招投标管理制度.md
POL014,POLICY,合同履约,合同管理制度,A01;A02;A10;A11,SYNTHETIC_DERIVED,,,core/POL014_企业制度_合同管理制度.md,knowledge/core/POL014_企业制度_合同管理制度.md
POL015,POLICY,财务,预算管理制度,A02;A09;A11;A12,SYNTHETIC_DERIVED,,,core/POL015_企业制度_预算管理制度.md,knowledge/core/POL015_企业制度_预算管理制度.md
POL016,POLICY,财务,项目成本管理制度,A02;A12,SYNTHETIC_DERIVED,,,core/POL016_企业制度_项目成本管理制度.md,knowledge/core/POL016_企业制度_项目成本管理制度.md
POL017,POLICY,信息安全数据治理,信息安全管理制度,A03;A07;A10;A11;A12,SYNTHETIC_DERIVED,,,core/POL017_企业制度_信息安全管理制度.md,knowledge/core/POL017_企业制度_信息安全管理制度.md
POL018,POLICY,信息安全数据治理,知识产权与保密管理制度,A03;A05;A10;A11,SYNTHETIC_DERIVED,,,core/POL018_企业制度_知识产权与保密管理制度.md,knowledge/core/POL018_企业制度_知识产权与保密管理制度.md
SOP001,SOP,项目管理,客户需求澄清流程,A01;A02,INTERNAL_DERIVED,,,core/SOP001_项目管理_客户需求澄清流程.md,knowledge/core/SOP001_项目管理_客户需求澄清流程.md
SOP002,SOP,项目管理,解决方案设计流程,A01;A02;A05,INTERNAL_DERIVED,,,core/SOP002_项目管理_解决方案设计流程.md,knowledge/core/SOP002_项目管理_解决方案设计流程.md
SOP003,SOP,项目管理,项目立项流程,A01;A02;A12,INTERNAL_DERIVED,,,core/SOP003_项目管理_项目立项流程.md,knowledge/core/SOP003_项目管理_项目立项流程.md
SOP004,SOP,项目管理,WBS与里程碑编制流程,A02;A12,INTERNAL_DERIVED,,,core/SOP004_项目管理_WBS与里程碑编制流程.md,knowledge/core/SOP004_项目管理_WBS与里程碑编制流程.md
SOP005,SOP,项目管理,项目资源配置流程,A02;A07;A08,INTERNAL_DERIVED,,,core/SOP005_项目管理_项目资源配置流程.md,knowledge/core/SOP005_项目管理_项目资源配置流程.md
SOP006,SOP,项目管理,项目启动流程,A02;A04,INTERNAL_DERIVED,,,core/SOP006_项目管理_项目启动流程.md,knowledge/core/SOP006_项目管理_项目启动流程.md
SOP007,SOP,项目管理,项目周报与进度管理流程,A02;A04;A12,INTERNAL_DERIVED,,,core/SOP007_项目管理_项目周报与进度管理流程.md,knowledge/core/SOP007_项目管理_项目周报与进度管理流程.md
SOP008,SOP,项目管理,项目风险管理流程,A01;A02;A10;A11;A12,INTERNAL_DERIVED,,,core/SOP008_项目管理_项目风险管理流程.md,knowledge/core/SOP008_项目管理_项目风险管理流程.md
SOP009,SOP,项目管理,项目变更控制流程,A01;A02;A10;A11;A12,INTERNAL_DERIVED,,,core/SOP009_项目管理_项目变更控制流程.md,knowledge/core/SOP009_项目管理_项目变更控制流程.md
SOP010,SOP,项目管理,项目验收流程,A01;A02;A10;A11,INTERNAL_DERIVED,,,core/SOP010_项目管理_项目验收流程.md,knowledge/core/SOP010_项目管理_项目验收流程.md
SOP011,SOP,项目管理,项目结项与复盘流程,A02;A03;A12,INTERNAL_DERIVED,,,core/SOP011_项目管理_项目结项与复盘流程.md,knowledge/core/SOP011_项目管理_项目结项与复盘流程.md
SOP012,SOP,会议协同,会议议程与纪要流程,A02;A04;A05,INTERNAL_DERIVED,,,core/SOP012_会议协同_会议议程与纪要流程.md,knowledge/core/SOP012_会议协同_会议议程与纪要流程.md
SOP013,SOP,企业文档,通知请示报告写作流程,A03;A05;A06,INTERNAL_DERIVED,,,core/SOP013_企业文档_通知请示报告写作流程.md,knowledge/core/SOP013_企业文档_通知请示报告写作流程.md
SOP014,SOP,招聘,招聘需求到录用流程,A07;A08,INTERNAL_DERIVED,,,core/SOP014_招聘_招聘需求到录用流程.md,knowledge/core/SOP014_招聘_招聘需求到录用流程.md
SOP015,SOP,培训绩效,入职培训实施流程,A07;A08,INTERNAL_DERIVED,,,core/SOP015_培训绩效_入职培训实施流程.md,knowledge/core/SOP015_培训绩效_入职培训实施流程.md
SOP016,SOP,采购,采购申请与询价流程,A09;A10;A11,INTERNAL_DERIVED,,,core/SOP016_采购_采购申请与询价流程.md,knowledge/core/SOP016_采购_采购申请与询价流程.md
SOP017,SOP,供应商,供应商比选与准入流程,A09;A10;A11;A12,INTERNAL_DERIVED,,,core/SOP017_供应商_供应商比选与准入流程.md,knowledge/core/SOP017_供应商_供应商比选与准入流程.md
SOP018,SOP,合同履约,合同审核与履约跟踪流程,A02;A10;A11;A12,INTERNAL_DERIVED,,,core/SOP018_合同履约_合同审核与履约跟踪流程.md,knowledge/core/SOP018_合同履约_合同审核与履约跟踪流程.md
SOP019,SOP,知识治理,知识新增与审核流程,A03;A05,INTERNAL_DERIVED,,,core/SOP019_知识治理_知识新增与审核流程.md,knowledge/core/SOP019_知识治理_知识新增与审核流程.md
SOP020,SOP,知识治理,知识版本与冲突处理流程,A03;A06;A11,INTERNAL_DERIVED,,,core/SOP020_知识治理_知识版本与冲突处理流程.md,knowledge/core/SOP020_知识治理_知识版本与冲突处理流程.md
SOP021,SOP,知识治理,知识废止与归档流程,A03;A04;A05,INTERNAL_DERIVED,,,core/SOP021_知识治理_知识废止与归档流程.md,knowledge/core/SOP021_知识治理_知识废止与归档流程.md
SOP022,SOP,公文规范,文档格式检查流程,A05;A06,INTERNAL_DERIVED,,,core/SOP022_公文规范_文档格式检查流程.md,knowledge/core/SOP022_公文规范_文档格式检查流程.md
SOP023,SOP,公文规范,文档排版流程,A05;A06,INTERNAL_DERIVED,,,core/SOP023_公文规范_文档排版流程.md,knowledge/core/SOP023_公文规范_文档排版流程.md
SOP024,SOP,公文规范,格式修复与模板套用流程,A05;A06,INTERNAL_DERIVED,,,core/SOP024_公文规范_格式修复与模板套用流程.md,knowledge/core/SOP024_公文规范_格式修复与模板套用流程.md
SOP025,SOP,培训绩效,绩效目标制定流程,A08;A12,INTERNAL_DERIVED,,,core/SOP025_培训绩效_绩效目标制定流程.md,knowledge/core/SOP025_培训绩效_绩效目标制定流程.md
SOP026,SOP,培训绩效,中期绩效回顾流程,A02;A08,INTERNAL_DERIVED,,,core/SOP026_培训绩效_中期绩效回顾流程.md,knowledge/core/SOP026_培训绩效_中期绩效回顾流程.md
SOP027,SOP,培训绩效,绩效评价与反馈流程,A07;A08;A12,INTERNAL_DERIVED,,,core/SOP027_培训绩效_绩效评价与反馈流程.md,knowledge/core/SOP027_培训绩效_绩效评价与反馈流程.md
SOP028,SOP,培训绩效,绩效改进计划流程,A07;A08,INTERNAL_DERIVED,,,core/SOP028_培训绩效_绩效改进计划流程.md,knowledge/core/SOP028_培训绩效_绩效改进计划流程.md
SOP029,SOP,招投标,招标文件审查流程,A01;A09;A10;A11,INTERNAL_DERIVED,,,core/SOP029_招投标_招标文件审查流程.md,knowledge/core/SOP029_招投标_招标文件审查流程.md
SOP030,SOP,招投标,投标文件审查流程,A01;A10;A11,INTERNAL_DERIVED,,,core/SOP030_招投标_投标文件审查流程.md,knowledge/core/SOP030_招投标_投标文件审查流程.md
FAQ001,FAQ_RULE,人力资源,请假与出勤常见问题,A03;A07;A08,INTERNAL_DERIVED,,,core/FAQ001_人力资源_请假与出勤常见问题.md,knowledge/core/FAQ001_人力资源_请假与出勤常见问题.md
FAQ002,FAQ_RULE,招聘,招聘面试评价常见问题,A07;A08,INTERNAL_DERIVED,,,core/FAQ002_招聘_招聘面试评价常见问题.md,knowledge/core/FAQ002_招聘_招聘面试评价常见问题.md
FAQ003,FAQ_RULE,培训绩效,绩效目标设定常见问题,A07;A08;A12,INTERNAL_DERIVED,,,core/FAQ003_培训绩效_绩效目标设定常见问题.md,knowledge/core/FAQ003_培训绩效_绩效目标设定常见问题.md
FAQ004,FAQ_RULE,项目管理,项目延期处理规则,A02;A10;A11;A12,INTERNAL_DERIVED,,,core/FAQ004_项目管理_项目延期处理规则.md,knowledge/core/FAQ004_项目管理_项目延期处理规则.md
FAQ005,FAQ_RULE,会议协同,会议决策与待办常见问题,A02;A04;A05,INTERNAL_DERIVED,,,core/FAQ005_会议协同_会议决策与待办常见问题.md,knowledge/core/FAQ005_会议协同_会议决策与待办常见问题.md
FAQ006,FAQ_RULE,公文规范,公文格式快速检查规则,A05;A06,INTERNAL_DERIVED,,,core/FAQ006_公文规范_公文格式快速检查规则.md,knowledge/core/FAQ006_公文规范_公文格式快速检查规则.md
FAQ007,FAQ_RULE,采购,采购阈值适用问答,A09;A10;A11;A12,INTERNAL_DERIVED,,,core/FAQ007_采购_采购阈值适用问答.md,knowledge/core/FAQ007_采购_采购阈值适用问答.md
FAQ008,FAQ_RULE,供应商,供应商准入问答,A09;A10;A11,INTERNAL_DERIVED,,,core/FAQ008_供应商_供应商准入问答.md,knowledge/core/FAQ008_供应商_供应商准入问答.md
FAQ009,FAQ_RULE,招投标,招投标完整性资格商务技术评分与风险检查规则,A01;A10;A11,INTERNAL_DERIVED,,,core/FAQ009_招投标_招投标完整性资格商务技术评分与风险检查规则.md,knowledge/core/FAQ009_招投标_招投标完整性资格商务技术评分与风险检查规则.md
FAQ010,FAQ_RULE,合同履约,合同付款条件检查规则,A10;A11;A12,INTERNAL_DERIVED,,,core/FAQ010_合同履约_合同付款条件检查规则.md,knowledge/core/FAQ010_合同履约_合同付款条件检查规则.md
FAQ011,FAQ_RULE,经营分析,项目成本偏差问答,A02;A11;A12,INTERNAL_DERIVED,,,core/FAQ011_经营分析_项目成本偏差问答.md,knowledge/core/FAQ011_经营分析_项目成本偏差问答.md
FAQ012,FAQ_RULE,信息安全数据治理,敏感数据使用问答,A03;A10;A11;A12,INTERNAL_DERIVED,,,core/FAQ012_信息安全数据治理_敏感数据使用问答.md,knowledge/core/FAQ012_信息安全数据治理_敏感数据使用问答.md
ROLE001,ROLE,项目管理,项目经理,A02,SYNTHETIC_DERIVED,,,core/ROLE001_项目管理_项目经理.md,knowledge/core/ROLE001_项目管理_项目经理.md
ROLE002,ROLE,项目管理,解决方案顾问,A01,SYNTHETIC_DERIVED,,,core/ROLE002_项目管理_解决方案顾问.md,knowledge/core/ROLE002_项目管理_解决方案顾问.md
ROLE003,ROLE,企业基础,产品经理,A01;A02,SYNTHETIC_DERIVED,,,core/ROLE003_企业基础_产品经理.md,knowledge/core/ROLE003_企业基础_产品经理.md
ROLE004,ROLE,信息安全数据治理,技术与算法工程师,A01;A02;A11,SYNTHETIC_DERIVED,,,core/ROLE004_信息安全数据治理_技术与算法工程师.md,knowledge/core/ROLE004_信息安全数据治理_技术与算法工程师.md
ROLE005,ROLE,采购,采购专员,A09,SYNTHETIC_DERIVED,,,core/ROLE005_采购_采购专员.md,knowledge/core/ROLE005_采购_采购专员.md
ROLE006,ROLE,招聘,HRBP与招聘专员,A07;A08,SYNTHETIC_DERIVED,,,core/ROLE006_招聘_HRBP与招聘专员.md,knowledge/core/ROLE006_招聘_HRBP与招聘专员.md
ROLE007,ROLE,财务,财务经理,A02;A12,SYNTHETIC_DERIVED,,,core/ROLE007_财务_财务经理.md,knowledge/core/ROLE007_财务_财务经理.md
ROLE008,ROLE,合同履约,法务风控经理,A10;A11,SYNTHETIC_DERIVED,,,core/ROLE008_合同履约_法务风控经理.md,knowledge/core/ROLE008_合同履约_法务风控经理.md
ROLE009,ROLE,会议协同,综合行政专员,A03;A04;A05;A06,SYNTHETIC_DERIVED,,,core/ROLE009_会议协同_综合行政专员.md,knowledge/core/ROLE009_会议协同_综合行政专员.md
ROLE010,ROLE,项目管理,项目成员,A02;A04;A12,SYNTHETIC_DERIVED,,,core/ROLE010_项目管理_项目成员.md,knowledge/core/ROLE010_项目管理_项目成员.md
P001_01,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-客户需求说明,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_01_客户需求说明.md,knowledge/cases/P001_01_客户需求说明.md
P001_02,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-需求调研记录,A01;A02;A03;A04;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_02_需求调研记录.md,knowledge/cases/P001_02_需求调研记录.md
P001_03,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-需求分析报告,A01;A02;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_03_需求分析报告.md,knowledge/cases/P001_03_需求分析报告.md
P001_04,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-解决方案,A01;A02;A05;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_04_解决方案.md,knowledge/cases/P001_04_解决方案.md
P001_05,PROJECT_CASE,财务,智慧园区 AI 数字人服务平台-报价说明,A01;A02;A09;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_05_报价说明.md,knowledge/cases/P001_05_报价说明.md
P001_06,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-项目立项申请,A02;A03;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_06_项目立项申请.md,knowledge/cases/P001_06_项目立项申请.md
P001_07,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-WBS与里程碑计划,A02;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_07_WBS与里程碑计划.md,knowledge/cases/P001_07_WBS与里程碑计划.md
P001_08,PROJECT_CASE,会议协同,智慧园区 AI 数字人服务平台-项目启动会材料,A02;A04;A05,SYNTHETIC,P001,FULL_HISTORY,cases/P001_08_项目启动会材料.md,knowledge/cases/P001_08_项目启动会材料.md
P001_09,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-人员配置计划,A02;A07;A08,SYNTHETIC,P001,FULL_HISTORY,cases/P001_09_人员配置计划.md,knowledge/cases/P001_09_人员配置计划.md
P001_10,PROJECT_CASE,招聘,智慧园区 AI 数字人服务平台-招聘需求,A07;A08,SYNTHETIC,P001,FULL_HISTORY,cases/P001_10_招聘需求.md,knowledge/cases/P001_10_招聘需求.md
P001_11,PROJECT_CASE,采购,智慧园区 AI 数字人服务平台-采购申请,A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_11_采购申请.md,knowledge/cases/P001_11_采购申请.md
P001_12,PROJECT_CASE,采购,智慧园区 AI 数字人服务平台-采购需求规格,A09;A10,SYNTHETIC,P001,FULL_HISTORY,cases/P001_12_采购需求规格.md,knowledge/cases/P001_12_采购需求规格.md
P001_13,PROJECT_CASE,供应商,智慧园区 AI 数字人服务平台-供应商比选记录,A09;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_13_供应商比选记录.md,knowledge/cases/P001_13_供应商比选记录.md
P001_14,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-招投标材料与审查计划,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_14_招投标材料与审查计划.md,knowledge/cases/P001_14_招投标材料与审查计划.md
P001_15,PROJECT_CASE,合同履约,智慧园区 AI 数字人服务平台-合同审核意见,A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_15_合同审核意见.md,knowledge/cases/P001_15_合同审核意见.md
P001_16,PROJECT_CASE,合同履约,智慧园区 AI 数字人服务平台-项目合同摘要,A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_16_项目合同摘要.md,knowledge/cases/P001_16_项目合同摘要.md
P001_17,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-项目周报汇总,A02;A04;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_17_项目周报汇总.md,knowledge/cases/P001_17_项目周报汇总.md
P001_18,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-风险台账,A02;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_18_风险台账.md,knowledge/cases/P001_18_风险台账.md
P001_19,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-变更记录,A01;A02;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_19_变更记录.md,knowledge/cases/P001_19_变更记录.md
P001_20,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-验收方案,A01;A02;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_20_验收方案.md,knowledge/cases/P001_20_验收方案.md
P001_21,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-验收报告,A01;A02;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_21_验收报告.md,knowledge/cases/P001_21_验收报告.md
P001_22,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-结项报告,A02;A03;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_22_结项报告.md,knowledge/cases/P001_22_结项报告.md
P001_23,PROJECT_CASE,经营分析,智慧园区 AI 数字人服务平台-项目经营复盘,A02;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_23_项目经营复盘.md,knowledge/cases/P001_23_项目经营复盘.md
P001_24,PROJECT_CASE,知识治理,智慧园区 AI 数字人服务平台-知识沉淀清单,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,P001,FULL_HISTORY,cases/P001_24_知识沉淀清单.md,knowledge/cases/P001_24_知识沉淀清单.md
P001_25,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-招标文件关键条款,A01;A09;A10;A11,SYNTHETIC_DERIVED,P001,FULL_HISTORY,cases/P001_25_招标文件关键条款.md,knowledge/cases/P001_25_招标文件关键条款.md
P001_26,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-招标文件审查记录,A01;A09;A10;A11,SYNTHETIC_DERIVED,P001,FULL_HISTORY,cases/P001_26_招标文件审查记录.md,knowledge/cases/P001_26_招标文件审查记录.md
P001_27,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-投标文件响应材料,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_27_投标文件响应材料.md,knowledge/cases/P001_27_投标文件响应材料.md
P001_28,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-资格材料,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_28_资格材料.md,knowledge/cases/P001_28_资格材料.md
P001_29,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-商务响应表,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_29_商务响应表.md,knowledge/cases/P001_29_商务响应表.md
