agent_id,agent_name,capability,capability_name,required_asset_type,required_asset_ids,minimum_viable_coverage,coverage_status,gap,notes
A09,智能采购顾问,sourcing_method,采购方式判断,ENTERPRISE_FOUNDATION;POLICY;FAQ_RULE,KB005;POL011;FAQ007,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A09,智能采购顾问,supplier_admission,供应商准入,POLICY;SOP;FAQ_RULE,POL012;SOP017;FAQ008,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A09,智能采购顾问,supplier_comparison,供应商比选,SOP;TEMPLATE;PROJECT_CASE,SOP017;TPL019;P001_13,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A09,智能采购顾问,procurement_risk,采购风险,ENTERPRISE_FOUNDATION;POLICY;PUBLIC_REFERENCE,KB009;POL011;REF014,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A09,智能采购顾问,purchase_tracking,采购跟踪,BUSINESS_DATA;PROJECT_CASE,DATA003;DATA006;P003_25,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,tender_document_review,招标文件审查,POLICY;SOP;TEMPLATE,POL013;SOP029;TPL026,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,bid_document_review,投标文件审查,SOP;TEMPLATE;PROJECT_CASE,SOP030;TPL027;P001_27,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,qualification_review,资格审查,FAQ_RULE;PROJECT_CASE,FAQ009;P001_28,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,commercial_review,商务响应审查,FAQ_RULE;PROJECT_CASE,FAQ009;P001_29,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,technical_review,技术响应审查,FAQ_RULE;PROJECT_CASE,FAQ009;P001_30,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,scoring_review,评分项审查,FAQ_RULE;PROJECT_CASE,FAQ009;P001_31,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,rejection_risk,否决投标风险,ENTERPRISE_FOUNDATION;FAQ_RULE;PUBLIC_REFERENCE,KB009;FAQ009;REF006,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A10,招投标审查官,issue_traceability,问题定位与证据追踪,TEMPLATE;PROJECT_CASE,TPL028;P001_32;P001_33,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,contract_review,合同审查,POLICY;SOP;TEMPLATE,POL014;SOP018;TPL020,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,performance_tracking,履约跟踪,SOP;BUSINESS_DATA,SOP018;DATA005,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,contract_change,合同变更,POLICY;SOP;PROJECT_CASE,POL007;SOP009;P002_25,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,payment_control,付款控制,POLICY;FAQ_RULE;BUSINESS_DATA,POL015;FAQ010;DATA005,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,acceptance_control,验收控制,SOP;PROJECT_CASE,SOP010;P003_30,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,breach_risk,违约风险,ENTERPRISE_FOUNDATION;POLICY;SOP,KB009;POL014;SOP008,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,ip_confidentiality,知识产权与保密,POLICY;PUBLIC_REFERENCE,POL018;REF002;REF008,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A11,合同与履约风控官,evidence_traceability,合同证据追踪,TEMPLATE;PROJECT_CASE,TPL020;P002_30,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,kpi_definition,经营指标定义,BUSINESS_DATA;ENTERPRISE_FOUNDATION,DATA012;KB010,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,budget_analysis,预算分析,POLICY;BUSINESS_DATA,POL015;DATA009,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,cost_analysis,成本分析,POLICY;BUSINESS_DATA;FAQ_RULE,POL016;DATA008;FAQ011,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,revenue_cash_analysis,收入回款分析,BUSINESS_DATA;FAQ_RULE,DATA010;DATA005;FAQ010,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,portfolio_analysis,项目组合分析,BUSINESS_DATA;PROJECT_CASE,DATA004;CASE002,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,risk_change_analysis,风险变更分析,SOP;PROJECT_CASE,SOP008;SOP009;CASE001,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,project_review,项目复盘,SOP;PROJECT_CASE,SOP011;P001_23;P002_23;P003_23,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
A12,企业经营分析师,management_reporting,经营报告,TEMPLATE;BUSINESS_DATA,TPL014;DATA012,存在明确资产，并包含该能力所需的规则/流程/模板/案例组合,FULL,Stage 2 公开来源尚待核验,FULL 仅表示 Stage 1.1 规划覆盖，不表示来源核验或正文生成已完成
